election_id,prov_code,ed_id,ed_name,cand_id,cand_name,cand_raw_party_name,party_code,elected,acclaimed,votes,place
13,AB,1,BATTLE RIVER,5052,"BLAIR, William John",Government,Govt,t,f,5733,1
13,AB,1,BATTLE RIVER,5051,"WARNER, Daniel Webster",Opposition,Opp,f,f,4195,2
13,AB,2,BOW RIVER,5055,"HALLADAY, Howard Hadden",Government,Govt,t,f,3757,1
13,AB,2,BOW RIVER,5054,"GOUGE, Jesse Elmer",Opposition,Opp,f,f,2996,2
13,AB,2,BOW RIVER,5053,"GALBRAITH, Daniel Harcourt",Non-Partisan League,Ind,f,f,1453,3
13,AB,2,BOW RIVER,5056,"REID, John",Labour,Labour,f,f,312,4
13,AB,3,CALGARY WEST,5058,"TWEEDIE, Thomas Mitchell",Government,Govt,t,f,10986,1
13,AB,3,CALGARY WEST,5057,"IRVINE, John Alfred",Opposition,Opp,f,f,4015,2
13,AB,4,EAST CALGARY,5059,"REDMAN, Daniel Lee",Government,Govt,t,f,8363,1
13,AB,4,EAST CALGARY,5060,"IRVINE, William",Opposition-Labour,Ind,f,f,3911,2
13,AB,5,EDMONTON EAST,5061,"MACKIE, Henry Arthur",Government,Govt,t,f,6775,1
13,AB,5,EDMONTON EAST,5062,"MAY, Alexander Esson",Opposition,Opp,f,f,4122,2
13,AB,6,EDMONTON WEST,5064,"GRIESBACH, William Antrobus",Government,Govt,t,f,9637,1
13,AB,6,EDMONTON WEST,5063,"OLIVER, Hon. Frank",Opposition,Opp,f,f,6939,2
13,AB,7,LETHBRIDGE,5066,"BUCHANAN, William Ashbury",Government,Govt,t,f,5302,1
13,AB,7,LETHBRIDGE,5065,"PACK, L. Lambert",Opposition-Labour,Ind,f,f,2468,2
13,AB,8,MACLEOD,5069,"SHAW, Hugh Murray",Government,Govt,t,f,5128,1
13,AB,8,MACLEOD,5067,"MCIVOR, Donald Randolph",Opposition,Opp,f,f,2610,2
13,AB,8,MACLEOD,5068,"MARSHALL, Stephen Thorne",Non-Partisan League,Ind,f,f,950,3
13,AB,9,MEDICINE HAT,5071,"SIFTON, Hon. Arthur Lewis",Government,Govt,t,f,6869,1
13,AB,9,MEDICINE HAT,5072,"REILLY, Clifford Bernardo",Opposition,Opp,f,f,3568,2
13,AB,9,MEDICINE HAT,5070,"PATON, George",Non-Partisan League,Ind,f,f,460,3
13,AB,10,RED DEER,5075,"CLARK, Michael",Government,Govt,t,f,6213,1
13,AB,10,RED DEER,5073,"PUFFER, William Franklin",Opposition,Opp,f,f,3800,2
13,AB,10,RED DEER,5074,"KNIGHT, Joseph Robert",Labour,Labour,f,f,701,3
13,AB,11,STRATHCONA,5077,"DOUGLAS, James McCrie",Government,Govt,t,f,5777,1
13,AB,11,STRATHCONA,5076,"MODE, Allan Thomas",Opposition,Opp,f,f,3178,2
13,AB,12,VICTORIA,5079,"WHITE, William Henry",Opposition,Opp,t,f,3626,1
13,AB,12,VICTORIA,5080,"HOLDEN, James Bismark",Government,Govt,f,f,3372,2
13,AB,12,VICTORIA,5078,"LEEDY, John Whitman",Independent,Ind,f,f,602,3
13,BC,1,BURRARD,5082,"CROWE, Sanford Johnston",Government,Govt,t,f,12566,1
13,BC,1,BURRARD,5081,"DONNELLY, Patrick",Opposition,Opp,f,f,4707,2
13,BC,1,BURRARD,5083,"MIDGLEY, Victor Rainsford",Labour,Labour,f,f,1744,3
13,BC,2,CARIBOO,5084,"FULTON, Frederick John",Government,Govt,t,f,6010,1
13,BC,2,CARIBOO,5085,"LEIGHTON, Raymond Findlay",Opposition,Opp,f,f,2804,2
13,BC,3,COMOX--ALBERNI,5086,"CLEMENTS, Herbert Sylvester",Government,Govt,t,f,3652,1
13,BC,3,COMOX--ALBERNI,5087,"MCINNES, Wm. Wallace Burns",Opposition,Opp,f,f,2162,2
13,BC,4,KOOTENAY EAST,5089,"BONNELL, Saul",Government,Govt,t,f,3398,1
13,BC,4,KOOTENAY EAST,5088,"BEATTIE, Robert",Opposition,Opp,f,f,1549,2
13,BC,4,KOOTENAY EAST,5090,"BIGGS, Thomas",Labour,Labour,f,f,434,3
13,BC,5,KOOTENAY WEST,5091,"GREEN, Robert Francis",Government,Govt,t,f,5377,1
13,BC,5,KOOTENAY WEST,5093,"MAXWELL, Winfield",Opposition,Opp,f,f,1735,2
13,BC,5,KOOTENAY WEST,5092,"AUSTIN, Irwin Amory",Labour,Labour,f,f,1399,3
13,BC,6,NANAIMO,5095,"MCINTOSH, John Charles",Government,Govt,t,f,9175,1
13,BC,6,NANAIMO,5096,"STEWART, Hector Allen",Opposition,Opp,f,f,1976,2
13,BC,6,NANAIMO,5094,"TAYLOR, Joseph",Labour,Labour,f,f,1344,3
13,BC,7,NEW WESTMINSTER,5097,"MCQUARRIE, William Garland",Government,Govt,t,f,7380,1
13,BC,7,NEW WESTMINSTER,5098,"MCRAE, Duncan Alexander",Opposition,Opp,f,f,2882,2
13,BC,8,SKEENA,5100,"PECK, Cyrus Wesley",Government,Govt,t,f,2806,1
13,BC,8,SKEENA,5099,"STORK, Alfred",Opposition,Opp,f,f,2111,2
13,BC,9,VANCOUVER CENTRE,5102,"STEVENS, Henry Herbert",Government,Govt,t,f,13722,1
13,BC,9,VANCOUVER CENTRE,5101,"MCINNES, William Wallace Burns",Opposition,Opp,f,f,5543,2
13,BC,9,VANCOUVER CENTRE,5103,"PRITCHARD, William Arthur",Labour,Labour,f,f,992,3
13,BC,10,VANCOUVER SOUTH,5104,"COOPER, Richard Clive",Government,Govt,t,f,6890,1
13,BC,10,VANCOUVER SOUTH,5105,"MACDONALD, Charles",Opposition,Opp,f,f,2462,2
13,BC,10,VANCOUVER SOUTH,5106,"MCVETY, James Hackett",Labour,Labour,f,f,1176,3
13,BC,10,VANCOUVER SOUTH,5107,"GOLD, Edward",Unknown,Unknown,f,f,50,4
13,BC,11,VICTORIA CITY,5108,"TOLMIE, Simon Fraser",Government,Govt,t,f,11365,1
13,BC,11,VICTORIA CITY,5109,"HENDERSON, Stuart",Opposition,Opp,f,f,2601,2
13,BC,11,VICTORIA CITY,5110,"WELLS, Albert Samuel",Unknown,Unknown,f,f,551,3
13,BC,12,WESTMINSTER DISTRICT,5111,"STACEY, Frank Bainard",Government,Govt,t,f,4074,1
13,BC,12,WESTMINSTER DISTRICT,5112,"RAMSEY, Peter Bethavan Hamilton",Opposition,Opp,f,f,1792,2
13,BC,13,YALE,5113,"BURRELL, Hon. Martin",Government,Govt,t,t,,1
13,MB,1,BRANDON,5114,"WHIDDEN, Howard Primrose",Government,Govt,t,f,11465,1
13,MB,1,BRANDON,5115,"PATERSON, Hugh Savigny",Opposition,Opp,f,f,1329,2
13,MB,2,DAUPHIN,5116,"CRUISE, Robert",Government,Govt,t,t,,1
13,MB,3,LISGAR,5117,"BOLTON, Ferris",Government,Govt,t,f,3834,1
13,MB,3,LISGAR,5118,"QUINN, Ernest Wesley",Opposition,Opp,f,f,613,2
13,MB,4,MACDONALD,5119,"HENDERS, Richard Coe",Government,Govt,t,f,5327,1
13,MB,4,MACDONALD,5120,"WALSH, William Henry",Opposition,Opp,f,f,1561,2
13,MB,5,MARQUETTE,5121,"CRERAR, Hon. Thomas Alexander",Government,Govt,t,f,8672,1
13,MB,5,MARQUETTE,5122,"HAMILTON, Frederick Charles",Opposition,Opp,f,f,1152,2
13,MB,6,NEEPAWA,5124,"DAVIS, Fred Langdon",Government,Govt,t,f,5102,1
13,MB,6,NEEPAWA,5123,"MCGREGOR, Albert Daniel",Opposition,Opp,f,f,2046,2
13,MB,7,NELSON,5125,"CAMPBELL, John Archibald",Government,Govt,t,t,,1
13,MB,8,PORTAGE LA PRAIRIE,5126,"MEIGHEN, Hon. Arthur",Government,Govt,t,f,4611,1
13,MB,8,PORTAGE LA PRAIRIE,5127,"SHIRTLIFF, Frederick",Opposition,Opp,f,f,976,2
13,MB,9,PROVENCHER,5129,"MALLOY, John Patrick",Opposition,Opp,t,f,2035,1
13,MB,9,PROVENCHER,5128,"JOHNS, John Robert",Government,Govt,f,f,1850,2
